3.10E+01
5.90E+01
9.00E+01
1.20E+02
1.51E+02
1.81E+02
2.12E+02
2.43E+02
2.73E+02
3.04E+02
3.34E+02
3.65E+02
3.96E+02
4.24E+02
4.55E+02
4.85E+02
5.16E+02
5.46E+02
5.77E+02
6.08E+02
6.38E+02
6.69E+02
6.99E+02
7.30E+02
7.61E+02
7.89E+02
8.20E+02
8.50E+02
8.81E+02
9.11E+02
9.42E+02
9.73E+02
1.00E+03
1.03E+03
1.06E+03
1.09E+03
1.13E+03
1.15E+03
1.19E+03
1.22E+03
1.25E+03
1.28E+03
1.31E+03
1.34E+03
1.37E+03
1.40E+03
1.43E+03
1.46E+03
